01/01/2018,,Hours,2018,2019,2020,2021,2022
25/10/2018 20:00,25/10/2018 21:00,7149,73.52,36.07,65.8,239.92,
25/10/2018 21:00,25/10/2018 22:00,7150,65.35,35.67,47.03,187.38,
25/10/2018 22:00,25/10/2018 23:00,7151,62.45,32.98,53,192.62,
25/10/2018 23:00,26/10/2018 00:00,7152,59.56,38.07,38.06,177.61,
26/10/2018 00:00,26/10/2018 01:00,7153,61.22,29.99,22.57,184.97,
26/10/2018 01:00,26/10/2018 02:00,7154,53.96,30.99,19.5,184.72,
26/10/2018 02:00,26/10/2018 03:00,7155,52.77,36.6,20.6,178.43,
26/10/2018 03:00,26/10/2018 04:00,7156,49.31,38.61,17.59,152.79,
26/10/2018 04:00,26/10/2018 05:00,7157,45.6,37.96,17.59,144.83,
26/10/2018 05:00,26/10/2018 06:00,7158,52.11,34.7,24.53,154.23,
26/10/2018 06:00,26/10/2018 07:00,7159,60.64,35.35,38.18,187,
26/10/2018 07:00,26/10/2018 08:00,7160,68.49,31.97,42.86,194.97,
26/10/2018 08:00,26/10/2018 09:00,7161,73.46,42.71,44.91,218.99,
26/10/2018 09:00,26/10/2018 10:00,7162,79.79,50.4,50.01,220,
26/10/2018 10:00,26/10/2018 11:00,7163,77.91,50.49,52.6,214.9,
26/10/2018 11:00,26/10/2018 12:00,7164,71.49,48.58,44.86,197.99,
26/10/2018 12:00,26/10/2018 13:00,7165,66.34,44,43.06,186.5,
26/10/2018 13:00,26/10/2018 14:00,7166,64.1,35.38,41.43,174.2,
26/10/2018 14:00,26/10/2018 15:00,7167,55.44,29.35,40.88,163.54,
26/10/2018 15:00,26/10/2018 16:00,7168,53.1,27.26,42,150.08,
26/10/2018 16:00,26/10/2018 17:00,7169,53.81,32.33,41.82,152.83,
26/10/2018 17:00,26/10/2018 18:00,7170,60.14,42.42,46.57,178.82,
26/10/2018 18:00,26/10/2018 19:00,7171,68.4,50,79.91,206.89,
26/10/2018 19:00,26/10/2018 20:00,7172,79.05,39.95,72,221,
26/10/2018 20:00,26/10/2018 21:00,7173,69.65,32.91,61.8,195.18,
26/10/2018 21:00,26/10/2018 22:00,7174,61.72,28.4,48.96,175.06,
26/10/2018 22:00,26/10/2018 23:00,7175,59.75,23.94,47.4,170.08,
26/10/2018 23:00,27/10/2018 00:00,7176,55.29,33,34.89,137.01,
27/10/2018 00:00,27/10/2018 01:00,7177,62.22,24.14,38.92,120.12,
27/10/2018 01:00,27/10/2018 02:00,7178,58.6,22.26,32.67,84.22,
27/10/2018 02:00,27/10/2018 03:00,7179,56,19.15,32,67.43,
27/10/2018 03:00,27/10/2018 04:00,7180,57,13.8,31.05,64.18,
27/10/2018 04:00,27/10/2018 05:00,7181,49.61,16.24,29.4,63.57,
27/10/2018 05:00,27/10/2018 06:00,7182,48.27,18.6,29.93,67,
27/10/2018 06:00,27/10/2018 07:00,7183,56.73,23.22,42.41,120.27,
27/10/2018 07:00,27/10/2018 08:00,7184,58,25.67,48.14,183.94,
27/10/2018 08:00,27/10/2018 09:00,7185,55.53,30,44.39,172.4,
27/10/2018 09:00,27/10/2018 10:00,7186,63.77,34.02,58.88,194.77,
27/10/2018 10:00,27/10/2018 11:00,7187,67.31,34.67,58,195.92,
27/10/2018 11:00,27/10/2018 12:00,7188,66.86,35.9,52,180.71,
27/10/2018 12:00,27/10/2018 13:00,7189,65.63,33,50,168.16,
27/10/2018 13:00,27/10/2018 14:00,7190,59.6,32,45.84,159.77,
27/10/2018 14:00,27/10/2018 15:00,7191,56.87,36,39.25,155.83,
27/10/2018 15:00,27/10/2018 16:00,7192,54.82,35.6,38.81,150.17,
27/10/2018 16:00,27/10/2018 17:00,7193,57.03,41.88,40.49,150.09,
27/10/2018 17:00,27/10/2018 18:00,7194,63.59,65.39,49.99,175.01,
27/10/2018 18:00,27/10/2018 19:00,7195,77.25,61,73.29,202.26,
27/10/2018 19:00,27/10/2018 20:00,7196,99.2,45,61.19,232.65,
27/10/2018 20:00,27/10/2018 21:00,7197,79,31.97,50.05,208.94,
27/10/2018 21:00,27/10/2018 22:00,7198,62.63,35.36,50,179.15,
27/10/2018 22:00,27/10/2018 23:00,7199,57.6,29.1,42.03,175.02,
27/10/2018 23:00,28/10/2018 00:00,7200,55,28.66,30,170.02,
28/10/2018 00:00,28/10/2018 01:00,7201,58.7,30.9,30.8,154.45,
28/10/2018 01:00,28/10/2018 02:00,7202,54,27.82,28.18,135,
28/10/2018 02:00,28/10/2018 03:00,7203,52.52,25.3,28.43,136.92,
28/10/2018 03:00,28/10/2018 04:00,7204,46.93,24.86,18.6,123.55,
28/10/2018 04:00,28/10/2018 05:00,7205,47,27.8,17.41,123.57,
28/10/2018 05:00,28/10/2018 06:00,7206,46.9,34.96,24.82,135.32,
28/10/2018 06:00,28/10/2018 07:00,7207,51.06,45,32.42,165.56,
28/10/2018 07:00,28/10/2018 08:00,7208,53.08,46.81,41.69,184.96,
28/10/2018 08:00,28/10/2018 09:00,7209,45.62,46.95,42.4,192,
28/10/2018 09:00,28/10/2018 10:00,7210,49.6,47.88,42.75,196.35,
28/10/2018 10:00,28/10/2018 11:00,7211,53.52,43.1,41.66,190.07,
28/10/2018 11:00,28/10/2018 12:00,7212,61.6,44.1,41.17,170.77,
28/10/2018 12:00,28/10/2018 13:00,7213,60.3,42.94,41.2,164.76,
28/10/2018 13:00,28/10/2018 14:00,7214,64,44.71,41.58,156.42,
28/10/2018 14:00,28/10/2018 15:00,7215,61.03,45,43.42,151.55,
28/10/2018 15:00,28/10/2018 16:00,7216,68,48.61,43.88,144.92,
28/10/2018 16:00,28/10/2018 17:00,7217,76.2,54.51,44.25,152.34,
28/10/2018 17:00,28/10/2018 18:00,7218,70,71.5,48.99,173.17,
28/10/2018 18:00,28/10/2018 19:00,7219,122.54,64.19,69.1,198.46,
28/10/2018 19:00,28/10/2018 20:00,7220,99.8,51.27,67.21,244.99,
28/10/2018 20:00,28/10/2018 21:00,7221,70,40.17,56.17,222.01,
28/10/2018 21:00,28/10/2018 22:00,7222,62,35.46,41,170.03,
28/10/2018 22:00,28/10/2018 23:00,7223,58.7,31.92,33.32,168.01,
28/10/2018 23:00,29/10/2018 00:00,7224,54.63,32.86,27.42,152.56,
29/10/2018 00:00,29/10/2018 01:00,7225,52.58,32.49,27.9,161.58,
29/10/2018 01:00,29/10/2018 02:00,7226,53.8,31.89,23.52,149.99,
29/10/2018 02:00,29/10/2018 03:00,7227,51.91,31.17,21.95,164.61,
29/10/2018 03:00,29/10/2018 04:00,7228,50.96,31.08,10,159.08,
29/10/2018 04:00,29/10/2018 05:00,7229,52,31.82,10.33,147.24,
29/10/2018 05:00,29/10/2018 06:00,7230,51.41,36.49,21.38,137.43,
29/10/2018 06:00,29/10/2018 07:00,7231,56.55,45.12,33.38,147.24,
29/10/2018 07:00,29/10/2018 08:00,7232,71.48,46.74,49.5,164.99,
29/10/2018 08:00,29/10/2018 09:00,7233,70,46.4,43.63,170.02,
29/10/2018 09:00,29/10/2018 10:00,7234,75.7,44.65,52,200,
29/10/2018 10:00,29/10/2018 11:00,7235,73.74,44.56,55,215,
29/10/2018 11:00,29/10/2018 12:00,7236,62,40,53.12,194.49,
29/10/2018 12:00,29/10/2018 13:00,7237,56.55,41.35,55,163.01,
29/10/2018 13:00,29/10/2018 14:00,7238,57,44.11,52,145.18,
29/10/2018 14:00,29/10/2018 15:00,7239,56.57,46.4,42.73,138.46,
29/10/2018 15:00,29/10/2018 16:00,7240,62,48.24,39.64,125.08,
29/10/2018 16:00,29/10/2018 17:00,7241,64,55.19,41.62,134.42,
29/10/2018 17:00,29/10/2018 18:00,7242,85.75,60,47.2,154,
29/10/2018 18:00,29/10/2018 19:00,7243,109.77,54.07,65.02,189.22,
29/10/2018 19:00,29/10/2018 20:00,7244,103.85,47.74,54,233.89,
29/10/2018 20:00,29/10/2018 21:00,7245,76.37,40.73,48.06,202.65,
29/10/2018 21:00,29/10/2018 22:00,7246,64.1,35.71,46.57,145.24,
29/10/2018 22:00,29/10/2018 23:00,7247,58.91,33.96,31.1,150.07,
29/10/2018 23:00,30/10/2018 00:00,7248,52.02,31.52,27.91,140.06,
30/10/2018 00:00,30/10/2018 01:00,7249,55.03,30.5,19.94,154.92,
30/10/2018 01:00,30/10/2018 02:00,7250,53.04,30.51,14.36,115.78,
30/10/2018 02:00,30/10/2018 03:00,7251,51.97,30.03,8.8,99.99,
30/10/2018 03:00,30/10/2018 04:00,7252,51.58,30.43,5.01,85.54,
30/10/2018 04:00,30/10/2018 05:00,7253,51.04,30.5,5.26,60.07,
30/10/2018 05:00,30/10/2018 06:00,7254,52,30.51,14.02,63.31,
30/10/2018 06:00,30/10/2018 07:00,7255,63.98,38.8,24.66,68.36,
30/10/2018 07:00,30/10/2018 08:00,7256,68.78,43,35.87,99.95,
30/10/2018 08:00,30/10/2018 09:00,7257,63.8,45.38,36.11,121,
30/10/2018 09:00,30/10/2018 10:00,7258,79,40.53,40.09,147.58,
30/10/2018 10:00,30/10/2018 11:00,7259,74.86,37.68,44.96,159.07,
30/10/2018 11:00,30/10/2018 12:00,7260,69.38,32.91,47,165.64,
30/10/2018 12:00,30/10/2018 13:00,7261,61.81,32.85,44,159.97,
30/10/2018 13:00,30/10/2018 14:00,7262,60.88,35.11,48.7,137.78,
30/10/2018 14:00,30/10/2018 15:00,7263,60.21,40,49.2,134.26,
30/10/2018 15:00,30/10/2018 16:00,7264,58.8,46.83,54.5,118.68,
30/10/2018 16:00,30/10/2018 17:00,7265,60,51.82,40,127.14,
30/10/2018 17:00,30/10/2018 18:00,7266,70.76,58.1,56,134,
30/10/2018 18:00,30/10/2018 19:00,7267,100.01,50.65,87,189.94,
30/10/2018 19:00,30/10/2018 20:00,7268,92,46.43,76.39,208.92,
30/10/2018 20:00,30/10/2018 21:00,7269,70.47,38.52,55.09,175.31,
30/10/2018 21:00,30/10/2018 22:00,7270,66.35,35.27,44.9,137.79,
30/10/2018 22:00,30/10/2018 23:00,7271,63.95,29.19,43.1,145.03,
30/10/2018 23:00,31/10/2018 00:00,7272,56.77,30.45,40.24,141.88,
31/10/2018 00:00,31/10/2018 01:00,7273,59.75,30.3,54.96,192.2,
31/10/2018 01:00,31/10/2018 02:00,7274,55.39,29.99,44,159.93,
31/10/2018 02:00,31/10/2018 03:00,7275,54.3,28.76,27.52,160,
31/10/2018 03:00,31/10/2018 04:00,7276,51.19,27.91,26.43,49.12,
31/10/2018 04:00,31/10/2018 05:00,7277,50.58,30.19,25.14,42.06,
31/10/2018 05:00,31/10/2018 06:00,7278,52,33.51,24.88,20.45,
31/10/2018 06:00,31/10/2018 07:00,7279,59.74,37.8,18,21.69,
31/10/2018 07:00,31/10/2018 08:00,7280,67.9,37.42,24,34.92,
31/10/2018 08:00,31/10/2018 09:00,7281,76.34,40.19,32.53,44.43,
31/10/2018 09:00,31/10/2018 10:00,7282,75.74,40.73,35.76,78.99,
31/10/2018 10:00,31/10/2018 11:00,7283,71.76,36.7,33.8,57.03,
31/10/2018 11:00,31/10/2018 12:00,7284,71.98,32.93,38.95,65.55,
31/10/2018 12:00,31/10/2018 13:00,7285,65,35.76,43.8,60.93,
31/10/2018 13:00,31/10/2018 14:00,7286,66,38.68,43.7,62.34,
31/10/2018 14:00,31/10/2018 15:00,7287,62.5,41.34,33,52.86,
31/10/2018 15:00,31/10/2018 16:00,7288,63.49,45.09,26.44,61.15,
31/10/2018 16:00,31/10/2018 17:00,7289,67.26,49.44,27.61,69.4,
31/10/2018 17:00,31/10/2018 18:00,7290,78.06,54.16,43.72,165.56,
31/10/2018 18:00,31/10/2018 19:00,7291,88.32,52.96,73.79,188.86,
31/10/2018 19:00,31/10/2018 20:00,7292,84.95,47.02,70,169.99,
31/10/2018 20:00,31/10/2018 21:00,7293,69.75,37.41,50.2,139,
31/10/2018 21:00,31/10/2018 22:00,7294,61.18,34.61,42.49,76.26,
31/10/2018 22:00,31/10/2018 23:00,7295,61.8,33.15,32.34,72.31,
31/10/2018 23:00,01/11/2018 00:00,7296,55.27,31.84,26.92,83.29,
01/11/2018 00:00,01/11/2018 01:00,7297,53.77,29.67,22.95,79.91,
01/11/2018 01:00,01/11/2018 02:00,7298,53.27,25.61,22.06,69.91,
01/11/2018 02:00,01/11/2018 03:00,7299,53.33,24.03,18.48,36.72,
01/11/2018 03:00,01/11/2018 04:00,7300,53.08,23.11,11.99,18.54,
01/11/2018 04:00,01/11/2018 05:00,7301,51.56,23.09,9.16,20.5,
01/11/2018 05:00,01/11/2018 06:00,7302,51.53,25.7,4.18,26.32,
01/11/2018 06:00,01/11/2018 07:00,7303,53.86,31.06,2.96,48.15,
01/11/2018 07:00,01/11/2018 08:00,7304,65,29.61,3.71,77.77,
01/11/2018 08:00,01/11/2018 09:00,7305,60,31.2,4.99,120.54,
01/11/2018 09:00,01/11/2018 10:00,7306,74.2,35.48,14,154.39,
01/11/2018 10:00,01/11/2018 11:00,7307,77.65,35,22.11,125.01,
01/11/2018 11:00,01/11/2018 12:00,7308,70.34,35.3,27.79,89.96,
01/11/2018 12:00,01/11/2018 13:00,7309,58.77,35,30.77,89.93,
01/11/2018 13:00,01/11/2018 14:00,7310,58.2,35.7,36,89.98,
01/11/2018 14:00,01/11/2018 15:00,7311,57,34.89,37.07,104.74,
01/11/2018 15:00,01/11/2018 16:00,7312,57.67,30.71,37.53,144.11,
01/11/2018 16:00,01/11/2018 17:00,7313,57.8,43,38.46,109.15,
01/11/2018 17:00,01/11/2018 18:00,7314,72.62,54,50.77,147.96,
01/11/2018 18:00,01/11/2018 19:00,7315,99.98,44,75.35,182.01,
01/11/2018 19:00,01/11/2018 20:00,7316,81,40.7,64.99,171.71,
01/11/2018 20:00,01/11/2018 21:00,7317,77.4,32.49,51.15,183.01,
01/11/2018 21:00,01/11/2018 22:00,7318,65.1,31.4,47.92,171.6,
01/11/2018 22:00,01/11/2018 23:00,7319,61.09,24.96,40.28,132.39,
01/11/2018 23:00,02/11/2018 00:00,7320,54.07,40.03,25,114,
02/11/2018 00:00,02/11/2018 01:00,7321,51.32,31.8,11,123.6,
02/11/2018 01:00,02/11/2018 02:00,7322,52.24,23.16,6.3,123.03,
02/11/2018 02:00,02/11/2018 03:00,7323,50.71,22.18,3.72,122.42,
02/11/2018 03:00,02/11/2018 04:00,7324,50.56,16.85,0,118.09,
02/11/2018 04:00,02/11/2018 05:00,7325,49.52,19.32,-1.22,118.02,
02/11/2018 05:00,02/11/2018 06:00,7326,49.96,21.78,0.11,121.41,
02/11/2018 06:00,02/11/2018 07:00,7327,54.32,30,22.93,143.09,
02/11/2018 07:00,02/11/2018 08:00,7328,62.34,30.55,34.11,164.91,
02/11/2018 08:00,02/11/2018 09:00,7329,66.85,33.67,35,182.63,
02/11/2018 09:00,02/11/2018 10:00,7330,66.27,36.5,47,178.32,
02/11/2018 10:00,02/11/2018 11:00,7331,64.08,36,52,176.24,
02/11/2018 11:00,02/11/2018 12:00,7332,63,39.4,45.1,168.02,
02/11/2018 12:00,02/11/2018 13:00,7333,59.03,40,40.67,163.58,
02/11/2018 13:00,02/11/2018 14:00,7334,59.7,37.3,39.04,167.2,
02/11/2018 14:00,02/11/2018 15:00,7335,57.1,35.6,35,178.06,
02/11/2018 15:00,02/11/2018 16:00,7336,59.6,30,36.89,184.96,
02/11/2018 16:00,02/11/2018 17:00,7337,64.07,42,34.4,200.75,
02/11/2018 17:00,02/11/2018 18:00,7338,74.59,60,54.37,301.42,
02/11/2018 18:00,02/11/2018 19:00,7339,94.53,50.72,70,1406,
02/11/2018 19:00,02/11/2018 20:00,7340,73.3,40.2,62.98,832.82,
02/11/2018 20:00,02/11/2018 21:00,7341,64.46,37.11,52.07,285.74,
02/11/2018 21:00,02/11/2018 22:00,7342,57.9,36.9,39.2,192.98,
02/11/2018 22:00,02/11/2018 23:00,7343,58.47,32.92,40,156.17,
02/11/2018 23:00,03/11/2018 00:00,7344,56.5,40.7,29,155.17,
03/11/2018 00:00,03/11/2018 01:00,7345,63.6,40.62,27.23,135.34,
03/11/2018 01:00,03/11/2018 02:00,7346,56.12,32.08,24.92,128.97,
03/11/2018 02:00,03/11/2018 03:00,7347,49.38,26.46,20.71,121.29,
03/11/2018 03:00,03/11/2018 04:00,7348,46.84,22.99,18.09,116.91,
03/11/2018 04:00,03/11/2018 05:00,7349,45.03,22.94,22.09,115.08,
03/11/2018 05:00,03/11/2018 06:00,7350,45.12,25.15,25.37,119.62,
03/11/2018 06:00,03/11/2018 07:00,7351,46.52,30,31.62,138.09,
03/11/2018 07:00,03/11/2018 08:00,7352,51,21.38,46.7,164.71,
03/11/2018 08:00,03/11/2018 09:00,7353,52.75,28,39.48,195.09,
03/11/2018 09:00,03/11/2018 10:00,7354,58,32.51,48,193.43,
03/11/2018 10:00,03/11/2018 11:00,7355,57.55,35.48,45,188.04,
03/11/2018 11:00,03/11/2018 12:00,7356,55.97,37.28,40.97,180.04,
03/11/2018 12:00,03/11/2018 13:00,7357,54,40.78,39.02,170.33,
03/11/2018 13:00,03/11/2018 14:00,7358,52.53,41.17,38.63,169.98,
03/11/2018 14:00,03/11/2018 15:00,7359,49.33,40.2,38.14,165.71,
03/11/2018 15:00,03/11/2018 16:00,7360,51.23,36.6,39.43,163.32,
03/11/2018 16:00,03/11/2018 17:00,7361,55.19,45.6,37.89,169.02,
03/11/2018 17:00,03/11/2018 18:00,7362,62.91,66,44.8,202.11,
03/11/2018 18:00,03/11/2018 19:00,7363,76,54,69,220.6,
03/11/2018 19:00,03/11/2018 20:00,7364,69,44,63.78,187.36,
03/11/2018 20:00,03/11/2018 21:00,7365,62.65,39.95,54.9,167.52,
03/11/2018 21:00,03/11/2018 22:00,7366,56.01,40.09,44,153.38,
03/11/2018 22:00,03/11/2018 23:00,7367,55.3,35.6,38.68,140.6,
03/11/2018 23:00,04/11/2018 00:00,7368,51.91,33.44,32.31,130.07,
04/11/2018 00:00,04/11/2018 01:00,7369,53.51,37.9,36.92,144.53,
04/11/2018 01:00,04/11/2018 02:00,7370,46.38,36.3,36.67,148.11,
04/11/2018 02:00,04/11/2018 03:00,7371,45.17,32.44,36.95,138.49,
04/11/2018 03:00,04/11/2018 04:00,7372,40.54,26.99,34.2,127.1,
04/11/2018 04:00,04/11/2018 05:00,7373,40.03,24.61,28.93,125.28,
04/11/2018 05:00,04/11/2018 06:00,7374,42.58,31.49,30.97,134.6,
04/11/2018 06:00,04/11/2018 07:00,7375,44.2,39.47,38.08,149.81,
04/11/2018 07:00,04/11/2018 08:00,7376,45.8,39.94,43.29,164.6,
04/11/2018 08:00,04/11/2018 09:00,7377,41.17,39.98,46.33,188.06,
04/11/2018 09:00,04/11/2018 10:00,7378,45.24,39,50.54,184.39,
04/11/2018 10:00,04/11/2018 11:00,7379,57.5,38.28,50.9,163.86,
04/11/2018 11:00,04/11/2018 12:00,7380,62,36.85,41.1,158.08,
04/11/2018 12:00,04/11/2018 13:00,7381,60.6,38.56,40.7,147.31,
04/11/2018 13:00,04/11/2018 14:00,7382,62.01,39.1,40.5,146.69,
04/11/2018 14:00,04/11/2018 15:00,7383,62.01,40.85,40.58,147.86,
04/11/2018 15:00,04/11/2018 16:00,7384,68,39.97,41.36,152.19,
04/11/2018 16:00,04/11/2018 17:00,7385,49.4,46.72,43.09,158.84,
04/11/2018 17:00,04/11/2018 18:00,7386,62.31,53.1,56,182.47,
04/11/2018 18:00,04/11/2018 19:00,7387,94.97,45,132,213.14,
04/11/2018 19:00,04/11/2018 20:00,7388,79,48,99.91,192,
04/11/2018 20:00,04/11/2018 21:00,7389,74.59,39.52,63,176.18,
04/11/2018 21:00,04/11/2018 22:00,7390,65,32,46.6,158.15,
04/11/2018 22:00,04/11/2018 23:00,7391,56.6,27.7,37,151.81,
04/11/2018 23:00,05/11/2018 00:00,7392,49.53,29.99,32.44,141.48,
05/11/2018 00:00,05/11/2018 01:00,7393,53.3,31.91,43.27,145.73,
05/11/2018 01:00,05/11/2018 02:00,7394,52.55,28.1,36.42,144.31,
05/11/2018 02:00,05/11/2018 03:00,7395,52.26,27.8,34,141.03,
05/11/2018 03:00,05/11/2018 04:00,7396,50.05,23.2,31.89,128.01,
05/11/2018 04:00,05/11/2018 05:00,7397,49.5,24.89,28.09,124.92,
05/11/2018 05:00,05/11/2018 06:00,7398,48.98,34.53,30.79,133.54,
05/11/2018 06:00,05/11/2018 07:00,7399,52.3,40.27,34.4,151.01,
05/11/2018 07:00,05/11/2018 08:00,7400,60.79,40.38,40.96,166.64,
05/11/2018 08:00,05/11/2018 09:00,7401,59.95,40.04,43.44,176.82,
05/11/2018 09:00,05/11/2018 10:00,7402,61.32,41.29,50,185.84,
05/11/2018 10:00,05/11/2018 11:00,7403,61.73,40.88,50.36,180.01,
05/11/2018 11:00,05/11/2018 12:00,7404,61.39,40,44,172.76,
05/11/2018 12:00,05/11/2018 13:00,7405,59.38,41.54,39.66,170.18,
05/11/2018 13:00,05/11/2018 14:00,7406,60.4,42.13,42.8,161.86,
05/11/2018 14:00,05/11/2018 15:00,7407,61.3,44,42.99,166.22,
05/11/2018 15:00,05/11/2018 16:00,7408,63.76,44.27,42,164.31,
05/11/2018 16:00,05/11/2018 17:00,7409,64.7,53.86,49.75,165.71,
05/11/2018 17:00,05/11/2018 18:00,7410,77.97,59.3,60,203.2,
05/11/2018 18:00,05/11/2018 19:00,7411,100,50.33,192.25,246.29,
05/11/2018 19:00,05/11/2018 20:00,7412,74.4,48,150,221.73,
05/11/2018 20:00,05/11/2018 21:00,7413,68.93,38.58,66.2,175,
05/11/2018 21:00,05/11/2018 22:00,7414,57.68,37.91,45.1,162.67,
05/11/2018 22:00,05/11/2018 23:00,7415,55.75,35.08,44.9,165.7,
05/11/2018 23:00,06/11/2018 00:00,7416,49.51,32.9,39.6,150.84,
06/11/2018 00:00,06/11/2018 01:00,7417,56.2,33.52,40,163.57,
06/11/2018 01:00,06/11/2018 02:00,7418,51.94,30.5,40.1,164.43,
06/11/2018 02:00,06/11/2018 03:00,7419,52,33.06,39.93,160.59,
06/11/2018 03:00,06/11/2018 04:00,7420,51.96,32,39.1,148.09,
06/11/2018 04:00,06/11/2018 05:00,7421,49.1,33.59,37.8,140,
06/11/2018 05:00,06/11/2018 06:00,7422,47.6,40.32,36,117.87,
06/11/2018 06:00,06/11/2018 07:00,7423,51.15,49.28,39.82,120.33,
06/11/2018 07:00,06/11/2018 08:00,7424,60.88,51.2,44.21,138.08,
06/11/2018 08:00,06/11/2018 09:00,7425,62.8,50.45,50.01,139,
06/11/2018 09:00,06/11/2018 10:00,7426,61.14,50.55,58,154.13,
06/11/2018 10:00,06/11/2018 11:00,7427,58.63,50.02,55.42,163.3,
06/11/2018 11:00,06/11/2018 12:00,7428,57.21,48.24,46,149.48,
06/11/2018 12:00,06/11/2018 13:00,7429,54.41,49.46,42,146.22,
06/11/2018 13:00,06/11/2018 14:00,7430,55.91,50.77,40.58,136.14,
06/11/2018 14:00,06/11/2018 15:00,7431,54.7,50.86,39.32,129.75,
06/11/2018 15:00,06/11/2018 16:00,7432,55,53.81,40,125.6,
06/11/2018 16:00,06/11/2018 17:00,7433,57.18,67.47,41.14,134.38,
06/11/2018 17:00,06/11/2018 18:00,7434,66.91,82.36,48.49,158.58,
06/11/2018 18:00,06/11/2018 19:00,7435,76.52,63,80,194.68,
06/11/2018 19:00,06/11/2018 20:00,7436,66.68,54.79,65.03,184.94,
06/11/2018 20:00,06/11/2018 21:00,7437,67.1,42.54,50.15,153.79,
06/11/2018 21:00,06/11/2018 22:00,7438,54.96,41.05,42,141.32,
06/11/2018 22:00,06/11/2018 23:00,7439,53.19,35.72,44.5,129.66,
06/11/2018 23:00,07/11/2018 00:00,7440,48.95,40.08,38.94,95.06,
07/11/2018 00:00,07/11/2018 01:00,7441,50.91,42.5,40.87,19.97,
07/11/2018 01:00,07/11/2018 02:00,7442,64,35,42.5,14.97,
07/11/2018 02:00,07/11/2018 03:00,7443,58.63,34,37.93,4.88,
07/11/2018 03:00,07/11/2018 04:00,7444,55.04,29.2,37.21,-0.01,
07/11/2018 04:00,07/11/2018 05:00,7445,46.6,30.6,34.34,-5.47,
07/11/2018 05:00,07/11/2018 06:00,7446,46,35.48,32.38,-19.37,
07/11/2018 06:00,07/11/2018 07:00,7447,57.91,42.09,35.11,-15.19,
07/11/2018 07:00,07/11/2018 08:00,7448,59.82,45.2,40.54,14.97,
07/11/2018 08:00,07/11/2018 09:00,7449,57.8,42.92,36.88,39.95,
07/11/2018 09:00,07/11/2018 10:00,7450,59,42.19,40.6,74.82,
07/11/2018 10:00,07/11/2018 11:00,7451,65.52,40.98,50,77.87,
07/11/2018 11:00,07/11/2018 12:00,7452,57.3,38.81,50.05,103.98,
07/11/2018 12:00,07/11/2018 13:00,7453,53.46,39.39,50.82,107.42,
07/11/2018 13:00,07/11/2018 14:00,7454,54.06,40.19,48.03,140.17,
07/11/2018 14:00,07/11/2018 15:00,7455,56.69,41.27,48,138.32,
07/11/2018 15:00,07/11/2018 16:00,7456,58.68,42.9,39.53,152.94,
07/11/2018 16:00,07/11/2018 17:00,7457,60.54,48.09,41.13,118.19,
07/11/2018 17:00,07/11/2018 18:00,7458,65.5,55,53.33,165.81,
07/11/2018 18:00,07/11/2018 19:00,7459,86,50.21,76.4,219.99,
07/11/2018 19:00,07/11/2018 20:00,7460,79.94,44.2,60,201.61,
07/11/2018 20:00,07/11/2018 21:00,7461,62.87,40.71,45,169.92,
07/11/2018 21:00,07/11/2018 22:00,7462,55.73,40.3,37.86,159.08,
07/11/2018 22:00,07/11/2018 23:00,7463,57.99,38,39.75,180,
07/11/2018 23:00,08/11/2018 00:00,7464,54,32.56,33.9,150.4,
08/11/2018 00:00,08/11/2018 01:00,7465,53.94,32.94,57.9,132.16,
08/11/2018 01:00,08/11/2018 02:00,7466,55.8,32.9,51.9,132.41,
08/11/2018 02:00,08/11/2018 03:00,7467,53.42,35.93,45,136.79,
08/11/2018 03:00,08/11/2018 04:00,7468,50,34.81,37.2,131.13,
08/11/2018 04:00,08/11/2018 05:00,7469,49.21,32.5,32.9,134.94,
08/11/2018 05:00,08/11/2018 06:00,7470,48.93,39.85,30.04,140.55,
08/11/2018 06:00,08/11/2018 07:00,7471,51.04,45.5,30,154.61,
08/11/2018 07:00,08/11/2018 08:00,7472,59.87,45.68,31.47,180.72,
08/11/2018 08:00,08/11/2018 09:00,7473,61.61,49.18,29.82,178.33,
08/11/2018 09:00,08/11/2018 10:00,7474,61.5,48.65,36.65,183.41,
08/11/2018 10:00,08/11/2018 11:00,7475,57.74,47.77,42,172.55,
08/11/2018 11:00,08/11/2018 12:00,7476,57.5,46.22,44.25,160.2,
08/11/2018 12:00,08/11/2018 13:00,7477,55.4,46.29,43.67,165.45,
08/11/2018 13:00,08/11/2018 14:00,7478,56,46.72,54.96,165.34,
08/11/2018 14:00,08/11/2018 15:00,7479,57.55,46,53.3,164.48,
08/11/2018 15:00,08/11/2018 16:00,7480,58.23,48,54.98,167.24,
08/11/2018 16:00,08/11/2018 17:00,7481,62,59,39.46,164.48,
08/11/2018 17:00,08/11/2018 18:00,7482,77.2,70.35,59.71,203.86,
08/11/2018 18:00,08/11/2018 19:00,7483,80.47,57.2,73.77,217.93,
08/11/2018 19:00,08/11/2018 20:00,7484,67.75,47.3,59,189.36,
08/11/2018 20:00,08/11/2018 21:00,7485,61.72,43.21,43.2,172.75,
08/11/2018 21:00,08/11/2018 22:00,7486,55.96,41.93,42,147.01,
08/11/2018 22:00,08/11/2018 23:00,7487,53.28,37.5,41.49,145.53,
08/11/2018 23:00,09/11/2018 00:00,7488,49.82,44.73,34.73,131.01,
09/11/2018 00:00,09/11/2018 01:00,7489,59.61,48.2,54.6,152.4,
